ID,Name,CountryCode,District,Population
4063,Elgin,USA,Illinois,89408
3815,"El Paso",USA,Texas,563662
3988,"El Monte",USA,California,115965
4045,"El Cajon",USA,California,94578
3963,"East Los Angeles",USA,California,126379
3895,Durham,USA,"North Carolina",187035
4009,Downey,USA,California,107323
3802,Detroit,USA,Michigan,951270
3885,"Des Moines",USA,Iowa,198682
3817,Denver,USA,Colorado,554636
3916,Dayton,USA,Ohio,166179
4040,Davenport,USA,Iowa,98256
4020,"Daly City",USA,California,103621
3800,Dallas,USA,Texas,1188580
4006,"Costa Mesa",USA,California,108724
3852,"Corpus Christi",USA,Texas,277454
3965,Corona,USA,California,124966
3982,"Coral Springs",USA,Florida,117549
3973,Concord,USA,California,121780
4052,Compton,USA,California,92864
3807,Columbus,USA,Ohio,711470
3896,Columbus,USA,Georgia,186291
3987,Columbia,USA,"South Carolina",116278
3840,"Colorado Springs",USA,Colorado,360890
3825,Cleveland,USA,Ohio,478403
4038,Clearwater,USA,Florida,99936
4005,Clarksville,USA,Tennessee,108787
4021,"Citrus Heights",USA,California,103455
3846,Cincinnati,USA,Ohio,331285
3913,"Chula Vista",USA,California,173556
3795,Chicago,USA,Illinois,2896016
3883,Chesapeake,USA,Virginia,199184
3922,Chattanooga,USA,Tennessee,155554
3818,Charlotte,USA,"North Carolina",540828
4066,Charleston,USA,"South Carolina",89063
3906,Chandler,USA,Arizona,176581
3977,"Cedar Rapids",USA,Iowa,120758
4059,Cary,USA,"North Carolina",91213
4065,Carson,USA,California,89089
4002,Carrollton,USA,Texas,109576
4027,"Cape Coral",USA,Florida,102286
4032,Cambridge,USA,Massachusetts,101355
4037,Burbank,USA,California,100316
3850,Buffalo,USA,"New York",292648
3945,Brownsville,USA,Texas,139722
4049,Brockton,USA,Massachusetts,93653
3946,Bridgeport,USA,Connecticut,139529
4058,Boulder,USA,Colorado,91238
3812,Boston,USA,Massachusetts,589141
3898,"Boise City",USA,Idaho,185787
3863,Birmingham,USA,Alabama,242820
4051,Billings,USA,Montana,92988
4024,Berkeley,USA,California,102743
4003,Bellevue,USA,Washington,109569
3992,Beaumont,USA,Texas,113866
3866,"Baton Rouge",USA,Louisiana,227818
3809,Baltimore,USA,Maryland,651154
3861,Bakersfield,USA,California,247057
3808,Austin,USA,Texas,656562
3853,Aurora,USA,Colorado,276393
3941,Aurora,USA,Illinois,142990
3881,"Augusta-Richmond County",USA,Georgia,199775
3831,Atlanta,USA,Georgia,416474
4031,"Athens-Clarke County",USA,Georgia,101489
4028,Arvada,USA,Colorado,102153
3845,Arlington,USA,Texas,332969
3909,Arlington,USA,Virginia,174838
4055,Arden-Arcade,USA,California,92040
3991,"Ann Arbor",USA,Michigan,114024
3857,Anchorage,USA,Alaska,260283
3847,Anaheim,USA,California,328014
3911,Amarillo,USA,Texas,173627
4012,Allentown,USA,Pennsylvania,106632
3960,Alexandria,USA,Virginia,128283
3827,Albuquerque,USA,"New Mexico",448607
4048,Albany,USA,"New York",93994
3873,Akron,USA,Ohio,217074
3989,Abilene,USA,Texas,115930
