ID,Name,CountryCode,District,Population
2199,Yuyao,CHN,Zhejiang,114065
2242,Yuzhou,CHN,Henan,92889
2173,Zalantun,CHN,"Inner Mongolia",130031
2119,Zaoyang,CHN,Hubei,162198
1977,Zaozhuang,CHN,Shandong,380846
2235,Zhangjiagang,CHN,Jiangsu,97994
1948,Zhangjiakou,CHN,Hebei,530000
1974,Zhangjiang,CHN,Guangdong,400997
2091,Zhangzhou,CHN,Fujian,181424
2095,Zhaodong,CHN,Heilongjiang,179976
2072,Zhaoqing,CHN,Guangdong,194784
1906,Zhengzhou,CHN,Henan,2107200
1980,Zhenjiang,CHN,Jiangsu,368316
2018,Zhongshan,CHN,Guangdong,278829
2140,Zhoukou,CHN,Henan,146288
2129,Zhoushan,CHN,Zhejiang,156317
2228,Zhucheng,CHN,Shandong,102134
2114,Zhuhai,CHN,Guangdong,164747
2186,Zhumadian,CHN,Henan,123232
1971,Zhuzhou,CHN,Hunan,409924
1921,Zibo,CHN,Shandong,1140000
1975,Zigong,CHN,Sichuan,393184
2207,Zixing,CHN,Hunan,110048
2025,Zunyi,CHN,Guizhou,261862
